,movieId,title,genres,release_date,vote_average,vote_count,keywords
18254.0,36662,Dacii,"War, Drama, History",1967,7.5,0.0,[]
18255.0,49040,The Bourne Legacy,"Action, Thriller",2012,6.0,2700.0,"assassin, wolf, maryland, suicide by gunshot, rooftop"
18256.0,1254,"Don't Worry, I'm Fine",Drama,2006,7.5,200.0,"love triangle, france, loss of brother, parent child relationship, brother sister relationship"
18257.0,75345,I Melt with You,"Drama, Thriller",2011,5.5,0.0,"suicide, alcohol, regret, depression, beach"
18258.0,58574,Sherlock Holmes: A Game of Shadows,"Adventure, Action, Crime, Mystery",2011,7.0,4000.0,"detective inspector, steampunk, criminal mastermind"
18259.0,66150,Life in a Day,Documentary,2011,7.5,100.0,"daily life, non fiction, clip show, fear, talking to the camera"
18260.0,278822,Evidence of Blood,"TV Movie, Drama",1998,6.0,0.0,"georgia, capital punishment, writer"
18261.0,54157,The Cost of Living,Comedy,2003,6.5,0.0,argent
18262.0,26824,Flamenco,Foreign,1995,5.5,0.0,"dance, musical, flamenco"
18263.0,73448,A Funny Man,Drama,2011,7.0,0.0,"denmark, humor, biography, friendship, performance"
18264.0,56801,Judex,Adventure,1916,7.0,0.0,[]
18265.0,25653,Wild Animals,"Comedy, Crime, Drama",1997,7.0,0.0,[]
18266.0,104465,Moonlight Whispers,[],1999,7.5,0.0,"japanese, fetishism, masochism, sadism, high school student"
18267.0,101173,Coriolanus,"Drama, Thriller",2011,6.0,100.0,"senate, general, market, rivalry, tragedy"
18268.0,103597,Americano,Drama,2011,5.0,0.0,"mexico, pole dancer, inheritance, estate"
18269.0,39287,Stagecoach,Western,1966,4.5,0.0,"stagecoach, traveller"
18270.0,22075,Angelus,"Drama, Comedy",2001,8.5,0.0,[]
18271.0,46741,The Forty-First,Drama,1956,6.5,0.0,[]
18272.0,42450,Macon County Line,Drama,1974,7.5,0.0,"sheriff, independent film"
18273.0,54900,Gitmek: My Marlon and Brando,Drama,2008,0.0,0.0,"narration, turkey"
18274.0,61896,Prom Night in Mississippi,Documentary,2009,8.5,0.0,[]
18275.0,83552,This Is Not a Film,Documentary,2011,7.0,0.0,filmmaker
18276.0,125264,Carmen Comes Home,Comedy,1951,7.5,0.0,[]
18277.0,89456,Outside Satan,"Drama, Foreign",2011,7.5,0.0,[]
18278.0,118204,The Student,"Foreign, Drama",2011,7.0,0.0,[]
18279.0,119425,Shit Year,Drama,2010,5.0,0.0,[]
18280.0,17775,Toronto Stories,Drama,2008,5.0,0.0,independent film
18281.0,70955,Backstage,Drama,2005,7.0,0.0,woman director
18282.0,20186,Better Things,"Drama, Foreign",2008,6.0,0.0,independent film
18283.0,99642,A New Life,Drama,2002,7.0,0.0,new french extremism
18284.0,123712,"Why Are the Bells Ringing, Mitica?","Comedy, Drama",1981,5.0,0.0,bourgeoisie
18285.0,57157,Young Adult,"Comedy, Drama",2011,5.5,400.0,"jealousy, dark comedy, writer, divorce, alcoholic"
18286.0,30245,Mr. Bones 2: Back from the Past,Comedy,2008,5.0,0.0,village life
18287.0,70577,Faces in the Crowd,"Thriller, Mystery, Crime, Drama",2011,6.0,200.0,"detective, murder, serial killer, disorder"
18288.0,62838,New Year's Eve,"Comedy, Romance",2011,5.5,700.0,"[""new years eve"", illustrator, caterer, pedicab, ticket"
18289.0,56292,Mission: Impossible - Ghost Protocol,"Action, Thriller, Adventure",2011,7.0,4000.0,"fight, sequel, mission, explosion, broken arm"
18290.0,262475,G.I. Joe: The Revenge of Cobra,"Family, Fantasy, Action, Science Fiction, War",1984,8.0,0.0,[]
18291.0,74465,We Bought a Zoo,"Drama, Comedy, Family",2011,6.5,900.0,zoo
18292.0,40693,April in Paris,"Comedy, Music, Romance",1952,6.0,0.0,"paris, musical"
18293.0,65754,The Girl with the Dragon Tattoo,"Thriller, Crime, Mystery, Drama",2011,7.0,2500.0,"rape, journalist, based on novel, journalism, hacker"
18294.0,71469,The Darkest Hour,"Horror, Action, Thriller, Science Fiction",2011,5.0,500.0,"alien invasion, american abroad, moscow, unlikely heroes, failed business"
18295.0,45320,Picture Me,Documentary,2010,7.5,0.0,woman director
18296.0,16939,Last Holiday,"Comedy, Drama",1950,7.0,0.0,[]
18297.0,55301,Alvin and the Chipmunks: Chipwrecked,"Comedy, Fantasy, Family, Music, Animation",2011,5.5,500.0,"sequel, chipmunk, cruise ship, overboard"
18298.0,73873,Albert Nobbs,Drama,2011,6.0,100.0,"butler, dublin, maid"
18299.0,52274,Julia's Eyes,"Horror, Thriller",2010,6.5,200.0,"suicide, twin sister, blindness"
18300.0,378477,Metrobranding,"History, Documentary",2010,1.5,0.0,woman director
18301.0,51995,Salvation Boulevard,"Comedy, Thriller, Action, Drama",2011,5.5,0.0,"pastor, church service, spirituality, religion"
18302.0,80038,Friends with Kids,"Comedy, Drama, Romance",2011,5.5,200.0,"relationship problems, friendship, best friend, new york city, best friends in love"
18303.0,82203,The Girl in the Red Velvet Swing,"Drama, Romance",1955,6.0,0.0,"broadway, showgirl"
18304.0,63207,Intruders,"Horror, Thriller, Drama",2011,5.0,200.0,"suspense, construction site, protective father"
18305.0,25688,Pitfall,"Thriller, Crime, Drama",1948,6.5,0.0,"blackmail, los angeles, extramarital affair, classic noir, film noir"
18306.0,79777,In the Land of Blood and Honey,"Drama, Romance, War",2011,6.0,0.0,"muslim, sister sister relationship, sarajevo, bosnian war of 1992-1995, violence"
18307.0,84505,Kongo,"Horror, Drama",1932,7.5,0.0,"africa, pre-code, chimpanzee"
18308.0,25915,Shockproof,"Crime, Drama",1949,6.0,0.0,"suicide, ex-con, parole officer, female convict, wanted"
18309.0,111100,Boy Meets Girl,Comedy,1938,5.5,0.0,"waitress, baby"
18310.0,85942,Model Shop,"Drama, Romance",1969,8.0,0.0,"infidelity, architect, model"
18311.0,58192,Broken Lullaby,Drama,1932,6.5,0.0,[]
18312.0,52359,The Toast of New York,"Comedy, Drama",1937,3.5,0.0,con artist
18313.0,75315,Texas,"Drama, Romance, Western",1941,5.5,0.0,"texas, robber, wound, escape, cattle"
18314.0,2349,Peas at 5:30,Drama,2004,5.5,0.0,"new love, blindness and impaired vision, russia, therapist, sense of life"
18315.0,46641,Today's Special,"Comedy, Romance",2009,6.0,0.0,"indian food, queens new york city, business card, muslim american"
18316.0,92464,Brutal Beauty: Tales of the Rose City Rollers,Documentary,2010,4.0,0.0,roller derby
18317.0,24986,Sophie's Revenge,"Comedy, Drama, Romance",2009,5.5,0.0,"revenge, woman director"
18318.0,56761,Reagan,"Documentary, Foreign",2011,5.0,0.0,[]
18319.0,24833,Santa Buddies,Adventure,2009,5.0,0.0,"holiday, christmas, noël"
18320.0,53505,The Last Lions,Documentary,2011,7.0,0.0,[]
18321.0,45138,Machine Gun McCain,"Drama, Action, Thriller, Crime, Foreign",1969,7.5,0.0,mobster
18322.0,48153,The Outside Man,"Crime, Thriller",1972,7.0,0.0,"paris, hitman, mobster, los angeles, gangster"
18323.0,36522,Private Hell 36,"Crime, Drama, Thriller",1954,5.0,0.0,[]
18324.0,74518,Territories,"Thriller, Horror",2010,5.5,0.0,[]
18325.0,59006,Girl Walks Into a Bar,Comedy,2011,5.0,0.0,"bar, night life, independent film, los angeles, ensemble cast"
18326.0,41066,Professor Layton and the Eternal Diva,"Family, Animation",2009,7.5,0.0,[]
18327.0,53100,Bringing Up Bobby,Comedy,2011,5.0,0.0,"future, european, wealthy man, helping children, troubled past"
18328.0,293114,The Painting Sellers,Drama,2010,0.0,0.0,[]
18329.0,116537,On Thin Ice,"Crime, Drama",2009,0.0,0.0,woman director
18330.0,118955,The Chapman Report,"Comedy, Drama, Romance",1962,6.5,0.0,"sex, sexual exploitation"
18331.0,72997,Skyscraper Souls,"Drama, Romance",1932,3.5,0.0,"skyscraper, secretary"
18332.0,82698,Ladies vs Ricky Bahl,"Drama, Comedy, Music, Romance, Foreign",2011,6.0,0.0,[]
18333.0,73939,Pariah,Drama,2011,7.0,0.0,"identity, lesbian, female homosexuality, dyje, teenage sexuality"
18334.0,13247,A Muppet Family Christmas,"Family, TV Movie",1987,6.5,0.0,holiday
18335.0,50393,Kung Fu Panda Holiday,"Animation, Family",2010,6.5,0.0,[]
18336.0,71866,Tanner Hall,Drama,2009,5.5,0.0,"boarding school, woman director"
18337.0,72766,Newlyweds,"Comedy, Romance",2011,5.5,0.0,[]
18338.0,76487,The Devil Inside,"Thriller, Horror",2012,4.5,300.0,"rome, exorcism, death, demonic possession, found footage"
18339.0,74523,Born To Race,Action,2011,5.5,0.0,car race
18340.0,76785,Roadie,Drama,2011,6.0,0.0,"new york state, queens new york city"
18341.0,77866,Contraband,"Thriller, Action, Drama, Crime",2012,6.0,800.0,"head wound, criminal, security guard, contraband"
18342.0,14163,Chak De! India,Drama,2007,7.0,100.0,"sport, ice hockey, coach"
18343.0,74878,Cloportes,"Comedy, Crime",1965,6.0,0.0,[]
18344.0,72821,Mantrap,"Western, Comedy",1926,5.0,0.0,silent film
18345.0,389854,The Last Ferry,[],1989,0.0,0.0,[]
18346.0,43984,The Cow,"Drama, Foreign",1969,7.5,0.0,iranian new wave
18347.0,269963,The Way South,[],1981,5.5,0.0,[]
18348.0,148503,Local Color,Drama,1977,6.5,0.0,[]
18349.0,78461,Beneath the Darkness,Thriller,2011,5.0,0.0,[]
18350.0,75301,Being Elmo: A Puppeteer's Journey,"Documentary, Family",2011,7.5,100.0,"puppeteer, puppet, the muppets, sesame street, woman director"
18351.0,112655,Idol of the Crowds,"Drama, Romance",1937,5.0,0.0,"sport, ice hockey"
18352.0,63574,Joyful Noise,"Comedy, Music",2012,6.5,0.0,[]
18353.0,37006,Mi mejor enemigo,"Comedy, Drama, Foreign",2005,7.0,0.0,[]
18354.0,95538,To Die Like a Man,"Drama, Music",2009,6.5,0.0,"fantasy, forest, transsexual"
18355.0,184795,The Sea Gull,"Romance, Drama",1968,8.5,0.0,"russia, novelist, schoolteacher, actress, 19th century"
18356.0,62837,Dolphin Tale,"Drama, Family",2011,6.5,200.0,"dolphin, boy, trap, summer, tail"
18357.0,63498,Chico & Rita,"Animation, Music, Romance",2010,6.5,0.0,"cuba, jazz, adult animation"
18358.0,71688,The Iron Lady,"History, Drama",2011,6.0,500.0,"capitalism, prime minister, argentina, margaret thatcher, british overseas territory"
18359.0,39072,Happy Tears,"Comedy, Drama",2009,5.0,0.0,independent film
18360.0,15346,The Golden Boys,"Comedy, Romance",2008,5.0,0.0,[]
18361.0,78182,Elena,"Drama, Thriller",2011,7.0,0.0,"pill, swimming pool, viagra, candle, female lifeguard"
18363.0,81527,Aurora,Drama,2011,6.0,0.0,romanian new wave
18364.0,53128,With Heart & Soul,"Drama, War",2009,8.0,0.0,[]
18365.0,65233,The Conquest,"Comedy, Drama",2011,5.5,0.0,"prime minister, politics, parliament, political party"
18366.0,73066,Mad Bastards,"Drama, Foreign",2010,6.5,0.0,"father son relationship, australian, domestic violence, outback, estranged family member"
18367.0,31309,Mr. Bug Goes to Town,"Animation, Comedy, Family",1941,5.5,0.0,[]
18368.0,148353,Work in Progress,Documentary,2001,7.0,0.0,[]
18369.0,33684,The Wild Bees,"Comedy, Drama",2001,6.5,0.0,[]
18370.0,35156,The End of the Line,Documentary,2009,6.0,0.0,"fish, fisherman, fish factory"
18371.0,72721,Nostalgia for the Light,"Drama, Documentary, Foreign",2010,8.0,0.0,[]
18372.0,162374,Top Floor Left Wing,"Drama, Comedy",2010,7.0,0.0,[]
18373.0,72842,Albatross,Drama,2011,6.0,0.0,"literature, marriage crisis, friendship, family relationships, coming of age"
18374.0,79465,Loosies,"Comedy, Drama, Romance",2012,6.0,0.0,[]
18375.0,79896,The Revenant,"Comedy, Horror",2009,6.5,100.0,"police, vigilante, blood, gangster, revenant"
18376.0,57829,The Mill and the Cross,"Drama, History",2011,6.5,0.0,"painter, independent film"
18377.0,42157,One Trick Pony,Drama,1980,6.5,0.0,"music business, rock music, record, failing marriage"
18378.0,57353,Cat Run,"Action, Comedy, Thriller",2011,6.0,0.0,"prostitute, assassin, senator, politician"
18379.0,84420,Magic Christmas Tree,[],1964,0.0,0.0,[]
18380.0,47383,The Man Next Door,"Drama, Thriller, Foreign",2009,6.5,0.0,[]
18381.0,38541,The Divide,"Horror, Science Fiction, Drama",2011,5.5,200.0,"basement, violence, septic tank, town in panic, welding"
18382.0,52520,Underworld: Awakening,"Fantasy, Action, Horror",2012,6.0,1900.0,"vampire, daughter, hybrid, child vampire, werewolf"
18383.0,75174,The Grey,"Action, Drama, Thriller",2012,6.5,1500.0,"alcohol, isolation, wolf, wilderness, forest"
18384.0,49527,Man on a Ledge,"Action, Thriller, Crime",2012,6.0,900.0,"deception, new york city, rooftop, diamond heist, framed for a crime"
18385.0,55741,Sacrifice,"Drama, Action, History, Thriller",2010,6.0,0.0,[]
18386.0,68861,Veijarit,"Foreign, Comedy, Drama",2010,5.5,0.0,film noir
18387.0,84407,The Pruitt-Igoe Myth,Documentary,2012,7.0,0.0,"demolition, architecture, race, design, public housing"
18388.0,124210,First Family,Comedy,1980,2.5,0.0,daughter of the president
18389.0,37038,All Night Long,"Drama, Music",1962,7.0,0.0,jazz
18390.0,72313,Gorilla at Large,"Horror, Thriller, Mystery",1954,5.0,0.0,"gorilla, 3d"
18391.0,8368,The Garden of Eden,Drama,2008,4.0,0.0,[]
18392.0,60938,Time Without Pity,"Mystery, Drama",1957,6.0,0.0,alcoholic
18393.0,145594,Descongelate!,"Drama, Comedy",2003,0.0,0.0,[]
18394.0,58194,White Irish Drinkers,"Drama, Thriller",2011,6.5,0.0,independent film
18395.0,70435,Haywire,"Action, Thriller",2011,5.5,500.0,"mercenary, secret agent, rescue, foot chase, spanish"
18396.0,66118,Case départ,Comedy,2011,6.0,100.0,"time travel, adventure, comedy"
18397.0,26283,The Las Vegas Story,Drama,1952,4.5,0.0,"las vegas, film noir"
18398.0,260064,My Man and I,Drama,1952,0.0,0.0,[]
18399.0,105548,Secrets,"Drama, Western",1933,4.0,0.0,[]
18400.0,110139,Westbound,Western,1959,5.0,0.0,"gold, colorado"
18401.0,94741,The Don Is Dead,"Crime, Drama",1973,5.5,0.0,mafia
18402.0,31337,Contact High,Comedy,2009,7.5,0.0,"car race, joint, hallucinogen, le mans, marijuana"
18403.0,65760,The Whistleblower,"Drama, Thriller, Crime",2010,6.5,200.0,"sarajevo, biography, conspiracy, teenage prostitute, sex trafficking"
18404.0,74997,The Human Centipede 2 (Full Sequence),"Drama, Horror, Crime",2011,4.5,300.0,"sexual obsession, rape, sex, sadistic, baby"
18405.0,75579,Dad Savage,"Crime, Thriller",1998,6.5,0.0,[]
18406.0,45971,You and Me,"Drama, Crime",1938,8.5,0.0,"prison, female prisoner"
18407.0,60364,The Nazis - A Warning From History,Documentary,1997,9.0,0.0,"holocaust, world war ii, nazi germany, nazi party"
18408.0,28632,Zen,"Drama, History",2009,6.0,0.0,"zen, dogen"
18409.0,47648,King of Beggars,"Action, Comedy, Drama",1992,6.5,0.0,martial arts
18410.0,15044,Einstein and Eddington,"History, Drama",2008,7.0,0.0,[]
18411.0,34179,14 Blades,"Drama, Action, Thriller",2010,6.5,100.0,[]
18412.0,35250,The Locals,Horror,2003,5.5,0.0,[]
18413.0,32831,"Buona Sera, Mrs. Campbell",Comedy,1968,5.5,0.0,italian
18414.0,42990,40 Pounds of Trouble,[],1962,6.5,0.0,[]
18415.0,65892,My Future Boyfriend,Comedy,2011,4.5,0.0,[]
18416.0,78450,The Terrorizers,Drama,1986,7.5,0.0,[]
18417.0,87408,Goodbye,Drama,2011,8.5,0.0,[]
18418.0,82321,The Loneliest Planet,Drama,2011,6.0,0.0,woman director
18419.0,115150,Images of the World and the Inscription of War,[],1989,5.0,0.0,[]
18420.0,96888,Policeman,Drama,2011,5.5,0.0,israeli palestinian conflict
18421.0,102809,Disorder,Documentary,2009,7.5,0.0,[]
18422.0,86732,Red Psalm,"Drama, War",1972,5.5,0.0,"musical, peasant, revolt"
18423.0,86081,Regeneration,"Romance, Crime, Drama",1915,7.5,0.0,[]
18424.0,123690,The Afternoon of a Torturer,"Comedy, Drama",2001,7.0,0.0,"biography, torture, guilt"
18425.0,63230,We Won't Grow Old Together,Drama,1972,5.5,0.0,[]
18426.0,62564,"Turn Me On, Dammit!","Drama, Comedy",2011,6.5,100.0,"best friend, woman director"
18427.0,77560,Faust,"Fantasy, Drama",2011,7.0,0.0,[]
18428.0,56815,Post Mortem,"Thriller, Drama, Horror",2010,6.0,0.0,"1970s, autopsy, chile, morgue"
18429.0,25621,Decasia,Documentary,2002,6.5,0.0,"black and white, experimental film, film, decay"
18430.0,24870,Viva,"Music, Comedy, Drama",2007,5.5,0.0,"sex, independent film, woman director, sexy girls, sexy"
18431.0,25774,Fados,"Comedy, Foreign",2007,6.5,0.0,"musical, independent film"
18432.0,58251,Daddy Longlegs,"Drama, Comedy",2009,6.5,0.0,[]
18433.0,125316,Praise,Drama,1998,5.0,0.0,hipersexualidad
18434.0,97394,Stanley Kubrick's Boxes,Documentary,2008,7.0,0.0,[]
18435.0,21613,Street Mobster,"Crime, Action, Thriller, Foreign",1972,6.5,0.0,"prison, rape, yakuza, nudity, murder"
18436.0,40939,Alexandria… Why?,Drama,1979,5.0,0.0,"egypt, world war ii"
18437.0,66436,The Grand Maneuver,"Comedy, Drama, Romance",1955,5.0,0.0,[]
18438.0,32169,Can Go Through Skin,"Drama, Foreign",2009,6.0,0.0,"isolation, loneliness, rape attempt, woman director"
18439.0,70149,Morgen,"Drama, Foreign",2010,5.5,0.0,[]
18440.0,57046,"What's Up, Scarlet?","Comedy, Romance",2005,5.0,0.0,[]
18441.0,27230,Christmas Evil,"Drama, Horror",1980,5.5,0.0,"santa claus, hospital, church, killer, killing spree"
18442.0,58391,Three Wise Men,"Drama, Foreign",2008,5.0,0.0,[]
18443.0,86457,Call Her Savage,Drama,1932,3.5,0.0,"texas, female protagonist, pre-code"
18444.0,50357,Apollo 18,"Horror, Thriller, Science Fiction",2011,5.0,400.0,"moon, nasa, infection, barbecue, moon landing"
18445.0,82269,Crazy Horse,"Documentary, Foreign",2011,7.5,0.0,[]
18446.0,74998,Seeking Justice,"Action, Drama, Thriller",2011,6.0,300.0,playing chess
18447.0,159615,The Sound and the Fury,Drama,1959,6.0,0.0,southern family
18448.0,54436,La Pointe-Courte,"Romance, Drama",1955,6.0,0.0,"vacation, woman director, troubled relationship"
18449.0,71670,Hostel: Part III,Horror,2011,5.0,300.0,"sequel, las vegas"
18450.0,21864,Wyvern,"Drama, Fantasy, Science Fiction",2009,5.5,0.0,dragon
18451.0,36865,The Disappearance of Haruhi Suzumiya,"Animation, Comedy, Mystery, Romance, Science Fiction",2010,8.0,0.0,"japan, alternate dimension"
18452.0,28512,The Poseidon Adventure,"Adventure, Drama, Thriller, Action",2005,4.5,0.0,capsized ship
18453.0,93164,A River Called Titas,"Family, Drama",1973,4.0,0.0,"river, fisherman"
18454.0,90770,The Vanquished,"Drama, Action, Crime",1953,5.5,0.0,[]
18455.0,71271,The Blue Bird,"Drama, Fantasy",1918,6.0,0.0,"bird, happiness, blue bird of happiness, blue bird"
18456.0,72431,Red Tails,"Drama, Action, Adventure, History, War",2012,6.0,200.0,"world war ii, fighter pilot, fighter airplane"
18457.0,73686,In Darkness,"Drama, War",2011,7.0,0.0,"refugee, nazis, thief, jewish, sewer"
18458.0,43095,Odd Obsession,Drama,1959,6.0,0.0,"based on novel, diary, train"
18459.0,76758,The Flowers of War,"Drama, History, War",2011,7.0,200.0,"forced prostitution, child rape"
18460.0,45176,Enthusiasm,Documentary,1931,6.5,0.0,[]
18461.0,70917,The Scenesters,"Comedy, Thriller, Crime, Mystery",2009,4.5,0.0,[]
18462.0,72186,Thunder Soul,"Documentary, Music",2010,8.5,0.0,"soul, jazz musician, music, funk"
18463.0,42968,The Nun,"Horror, Mystery",2005,4.5,0.0,"barcelona spain, water, gore, extreme violence, violence"
18464.0,57190,Vlad,"Thriller, Horror, Science Fiction",2003,3.0,0.0,[]
18465.0,77338,The Intouchables,"Drama, Comedy",2011,8.0,5400.0,"male friendship, masseuse, friendship, aristocrat, interracial friendship"
18466.0,73562,Declaration of War,Drama,2011,7.0,100.0,woman director
18467.0,54054,One for the Money,"Action, Comedy, Crime",2012,5.5,400.0,"bounty hunter, based on novel, romance, framed, bail jumper"
18468.0,35663,The Incredible Petrified World,"Adventure, Science Fiction",1957,3.0,0.0,"volcano, low-budget, independent film, scuba diving, bathysphere"
18469.0,23340,Queen of the Amazons,Adventure,1947,3.0,0.0,[]
18470.0,96495,Becoming Chaz,Documentary,2011,5.0,0.0,[]
18471.0,35659,Countdown to Looking Glass,Drama,1984,6.0,0.0,"atomkrieg, nuclear holocaust, mockumentary"
18472.0,80591,W.E.,"Drama, Romance",2011,6.0,100.0,"auction, beating, bathtub, clothes, woman director"
18473.0,58428,The Innkeepers,"Horror, Thriller",2011,5.5,200.0,"anti terror, terror, hotel, beer, supernatural"
18474.0,142118,The Storage,[],2011,5.5,0.0,woman director
18475.0,130900,Nancy Goes to Rio,"Music, Comedy",1950,6.5,0.0,"rio de janeiro, musical"
18476.0,19235,Dog Tags,Drama,2008,3.5,0.0,"independent film, gay relationship, gay interest, soldier, lgbt"
18477.0,78698,Big Miracle,"Adventure, Drama, Romance",2012,6.5,200.0,"whale, alaska, aftercreditsstinger, duringcreditsstinger, greenpeace"
18478.0,85949,Collision Earth,"Action, Science Fiction, TV Movie",2011,6.0,0.0,[]
18479.0,122515,The Great Bank Hoax,Comedy,1978,0.0,0.0,"heist, small town thieves"
18480.0,58704,The Wonderful World of Puss 'n Boots,"Family, Action, Adventure, Comedy, Animation",1969,5.5,0.0,[]
18481.0,101520,Reel Injun,Documentary,2009,7.0,0.0,"native american, hollywood, woman director, american west"
18482.0,70387,A Man Called Sledge,Western,1970,6.5,0.0,spaghetti western
18483.0,76142,Cameraman: The Life and Work of Jack Cardiff,Documentary,2010,7.5,0.0,[]
18484.0,57809,Six Degrees of Celebration,Comedy,2010,6.0,0.0,"boyfriend girlfriend relationship, new year"
18485.0,85317,Six Degrees of Celebration 2,Comedy,2011,7.0,0.0,new year
18486.0,57343,This Time Around,"Comedy, Romance",2003,5.0,0.0,[]
18487.0,43711,Enid,Drama,2009,6.0,0.0,[]
18488.0,76651,Jenny,"Comedy, Drama",1936,0.0,0.0,[]
18489.0,244115,The Straits of Love and Hate,[],1937,0.0,0.0,[]
18490.0,52517,State Fair,"Comedy, Drama, Romance",1933,5.5,0.0,"naivety, rural setting, contest, love affair"
18491.0,50698,Grave Encounters,"Thriller, Horror",2011,6.0,400.0,"camcorder, reality, insane asylum, paranormal, haunting"
18492.0,48492,Detective Dee and the Mystery of the Phantom Flame,"Action, Adventure, Drama, Mystery",2010,6.5,100.0,"detective, ancient china, secret plot, chinese emperor"
18493.0,118911,Hurry Sundown,Drama,1967,6.5,0.0,[]
18494.0,56126,Batch '81,"Drama, Thriller",1982,4.0,0.0,"initiation, fraternity, fraternity pledge, fraternity initiation"
18495.0,153845,The Eleventh Year,Documentary,1928,7.0,0.0,"propaganda, political"
18496.0,409900,Forever Yours,[],2011,5.0,0.0,woman director
18497.0,38371,The Career of Nikos Dyzma,"Comedy, Foreign",2002,6.0,0.0,[]
18498.0,14224,E=mc²,"Action, Comedy",2002,6.5,0.0,[]
18499.0,76726,Chronicle,"Science Fiction, Drama, Thriller",2012,6.5,2000.0,"seattle, telekinesis, friendship, loneliness, outcast"
18500.0,65086,The Woman in Black,"Drama, Horror, Thriller",2012,6.0,1200.0,"london england, secret, remake, revenge, lawyer"
18501.0,148033,Dottie Gets Spanked,"Comedy, Drama",1993,6.0,0.0,"gay, obsession, television, queer cinema"
18502.0,80125,Woman in Love,Comedy,2011,6.5,0.0,[]
18503.0,107056,The Dancing Hawk,[],1978,0.0,0.0,[]
18504.0,52850,Toast,"Drama, Comedy, History, Family",2010,6.5,100.0,"male nudity, adolescence, nostalgia, autobiography, gay interest"
18505.0,64678,The Art of Getting By,"Drama, Romance",2011,6.5,400.0,"philosophy, mentor, artist, painting, friendship"
18506.0,57400,The Human Resources Manager,"Comedy, Drama",2011,7.0,0.0,[]
18507.0,93834,The Overcoat,[],1952,5.0,0.0,[]
18508.0,67911,Bucky Larson: Born to Be a Star,Comedy,2011,4.5,0.0,"porno star, hollywood"
18509.0,66120,The Monk,Thriller,2011,6.0,0.0,[]
18510.0,25058,Can Mr. Smith Get to Washington Anymore?,Documentary,2006,0.0,0.0,[]
18511.0,42457,A Doll's House,"Comedy, Drama",1973,5.5,0.0,independent film
18512.0,26223,The Canyon,Thriller,2009,6.0,0.0,"suspense, independent film"
18513.0,108688,Cass Timberlane,"Drama, Romance",1947,6.0,0.0,"judge, witness, marriage crisis"
18514.0,192695,All Watched Over by Machines of Loving Grace,Documentary,2011,8.0,0.0,[]
18515.0,42409,Yes: 9012 live,Music,1985,0.0,0.0,[]
18516.0,212713,Kisses For My President,Comedy,1964,6.0,0.0,president
18517.0,75170,Third Star,Drama,2010,7.5,0.0,"friendship, cancer, woman director"
18518.0,30849,Living Proof,Drama,2008,3.0,0.0,"breast cancer, based on true story, doctor, drug, researcher"
18519.0,15167,Barbie in the Nutcracker,"Animation, Family",2001,6.5,200.0,"musical, barbie, ballet"
18520.0,13976,Dylan Moran: Monster,Comedy,2004,8.0,0.0,stand-up comedy
18521.0,13586,"Dylan Moran: Like, Totally...",Comedy,2006,7.5,0.0,stand-up comedy
18522.0,26118,Dylan Moran: What It Is,Comedy,2009,7.5,0.0,[]
18523.0,79133,"Dylan Moran: Yeah, Yeah",Comedy,2011,7.5,0.0,stand-up comedy
18524.0,59961,Safe House,"Action, Thriller",2012,6.5,1400.0,"cia, violence, safe house, rogue agent, cape town south africa"
18525.0,72570,The Vow,"Drama, Romance",2012,7.0,1300.0,"coma, amnesia, based on true story, memory loss, car accident"
18526.0,63749,Swamp Shark,"TV Movie, Horror, Thriller",2011,4.5,0.0,"female nudity, sheriff, shark attack, swamp, bikini"
18527.0,49354,Moon of the Wolf,"Horror, Mystery, Thriller",1972,5.5,0.0,"small town, louisiana, suspense, werewolf"
18528.0,76399,She Gods of Shark Reef,"Action, Thriller",1958,3.0,0.0,shark
18529.0,39276,King Kong Escapes,"Action, Fantasy, Horror, Science Fiction",1967,6.0,0.0,"giant monster, kaiju"
18530.0,94209,The Chocolate Soldier,Music,1941,0.0,0.0,"musical, opera singer"
18531.0,72338,Frisco Jenny,Drama,1932,5.5,0.0,"san francisco, brothel madam"
18532.0,25143,My Boy Jack,"Drama, History",2007,6.5,0.0,"world war i, british army"
18533.0,80379,Louis C.K.: Live at the Beacon Theater,Comedy,2011,8.0,100.0,stand-up comedy
18534.0,69266,Special Bulletin,"TV Movie, Drama",1983,7.0,0.0,"terrorism, nuclear, tv movie"
18535.0,84797,As Luck Would Have It,"Drama, Comedy",2011,6.0,0.0,publicity
18536.0,75000,The Black Power Mixtape 1967-1975,Documentary,2011,7.5,0.0,black power
18537.0,130090,The Girl from Jones Beach,Comedy,1949,5.5,0.0,"model, school teacher, newsreel footage"
18538.0,14205,Holding Trevor,Drama,2007,4.5,0.0,"aids, junkie, overdose, heroin, male friendship"
18539.0,29268,Castle of Sand,"Drama, Thriller, Mystery, Foreign",1974,7.5,0.0,"japan, class differences, police investigation"
18540.0,63217,At Home by Myself... with You,Comedy,2009,0.0,0.0,[]
18541.0,54146,Pitfall,"Fantasy, Drama, Crime, Science Fiction, Foreign",1962,7.0,0.0,"surreal, japanese new wave"
18542.0,288094,Casual Relations,Drama,1974,0.0,0.0,[]
18543.0,84028,Warsaw Bridge,[],1989,5.0,0.0,[]
18544.0,78480,Monsieur Lazhar,"Drama, Comedy",2011,6.5,100.0,"algerian, canadian, montreal, elementary school, backpack"
